"finess_ET","finess_EJ","RS","cat","statut","address","lat","lng","LIT_chir","LIT_obs","LIT_HAD","LIT_med","LIT_psy","LIT_SLD","LIT_SSR","SEJHC_chir","SEJHC_obs","SEJHC_HAD","SEJHC_med","SEJHC_psy","SEJHC_SLD","SEJHC_SSR","JOU_chir","JOU_obs","JOU_HAD","JOU_med","JOU_psy","JOU_SLD","JOU_SSR","PLA_chir","PLA_obs","PLA_HAD","PLA_med","PLA_psy","PLA_SLD","PLA_SSR","SEJHP_chir","SEJHP_obs","SEJHP_HAD","SEJHP_med","SEJHP_psy","SEJHP_SLD","SEJHP_SSR","LIT_total","SEJHC_total","JOU_total","PLA_total","SEJHP_total"
"150000180","150780500","CH DE MURAT","CH","Public","CH DE MURAT 4 PTE SAINT ESPRIT 15300 MURAT",45.1392,2.7485,NA,NA,NA,30,NA,30,40,NA,NA,NA,512,NA,25,426,NA,NA,NA,6196,NA,10682,10579,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,100,963,27457,0,0
"150001758","630000990","UNITE DE DIALYSE DE SAINT-FLOUR","Structure d'alternative a la dialyse","ESPIC","UNITE DE DIALYSE DE SAINT-FLOUR 2 AV DU DOCTEUR MALLET 15102 ST FLOUR CEDEX",45.033679,3.082318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"150002608","660006370","CLINIQUE DU SOUFFLE LES CLARINES","SSR prive","Prive lucratif","CLINIQUE DU SOUFFLE LES CLARINES RTE DE CONDAT 15400 RIOM ES MONTAGNES",45.2811847,2.668326,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,742,NA,NA,NA,NA,NA,NA,20512,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1745,78,742,20512,5,1745
"150002921","150780468","USLD - UNIT… PARKINSON D'YDES","CH","Public",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,2610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,31,2610,0,0
"150780120","150000065","CLINIQUE DU HAUT CANTAL","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE DU HAUT CANTAL 15400 RIOM ES MONTAGNES",45.2821273,2.6684387,NA,NA,NA,10,NA,NA,40,NA,NA,NA,266,NA,NA,348,NA,NA,NA,1223,NA,NA,14503,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,50,614,15726,0,0
"150780708","870015336","CENTRE SSR MAURICE DELORT","SSR prive","ESPIC","CENTRE MEDICAL M. DELORT AV DUCHESSE FONTANGES 15800 VIC SUR CERE",44.979653,2.625171,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,629,NA,NA,NA,NA,NA,NA,16411,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,826,60,629,16411,5,826
"150780732","150000271","CENTRE MEDICO CHIRURGICAL TRONQUIERES","Etablissement de soins pluridisciplinaire","Prive lucratif","CENTRE MEDICO CHIRURGICAL TRONQUIERES 83 AV CHARLES DE GAULLE 15000 AURILLAC",44.9092635,2.4267388,129,0,NA,81,NA,NA,15,4476,0,NA,2037,NA,NA,501,22265,0,NA,24311,NA,NA,10840,10,0,NA,6,NA,NA,NA,5629,15,NA,2,NA,NA,NA,225,7014,57416,16,5646
"150780773","150780088","CENTRE MEDICO PSYCHOLOGIQUE VOLZAC","CH","Public",NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,6890,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,2592,NA,NA,31,269,6890,20,2592
"150780823","150780096","CTRE HOSP ANNEXE CUEILHES","CH","Public",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,359,NA,NA,NA,NA,NA,NA,1201,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,14641,NA,NA,10,359,1201,21,14641
"150782944","150002566","CENTRE DE READAPTATION DE MAURS","Centre de postcure pour maladies mentales","ESPIC",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,9021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,50,9021,0,0
"160000154","160006037","CTRE MEDICAL CHATEAU ST-BERNARD","CH","Public","CTRE MEDICAL CHATEAU ST-BERNARD LD LA GROLLE 16360 TOUVERAC",45.347488,-0.1948624,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,789,NA,NA,NA,NA,NA,NA,26786,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,952,92,789,26786,3,952
"160000170","160000204","CLINIQUE SAINT-JOSEPH","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE SAINT-JOSEPH - ANGOULEME 51 AV DU PDT WILSON 16021 ANGOULEME CEDEX",45.6498498,0.1468421,78,NA,NA,0,NA,NA,NA,3994,NA,NA,271,NA,NA,NA,12340,NA,NA,1183,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,5254,NA,NA,0,NA,NA,NA,78,4265,13523,32,5254
"160000188","160000121","CTRE HOSPITALIER DE LA ROCHEFOUCAULD","CH","Public","CTRE HOSPITALIER DE LA ROCHEFOUCAULD PL DU CHAMP DE FOIRE 16110 LA ROCHEFOUCAULD",45.7422789,0.3826601,NA,NA,NA,12,NA,53,47,NA,NA,NA,226,NA,37,541,NA,NA,NA,3367,NA,18911,13571,NA,NA,NA,3,NA,NA,7,NA,NA,NA,143,NA,NA,1616,112,804,35849,10,1759
"160000253","160000451","CENTRE HOSPITALIER D'ANGOULEME","CH","Public","CENTRE HOSPITALIER D ANGOULEME RPT DE GIRAC 16959 ANGOULEME CEDEX 9",45.635523,0.1200558,81,35,NA,320,NA,30,70,4620,3014,NA,18142,NA,25,904,20046,9039,NA,85985,NA,10761,23412,10,4,NA,26,NA,NA,2,1983,508,NA,1385,NA,NA,658,536,26705,149243,42,4534
"160000261","160014411","CHI DU PAYS DE COGNAC - SSR","CH","Public","CHI DU PAYS DE COGNAC - SSR 65 AV D ANGOULEME 16112 COGNAC CEDEX",45.6849861,-0.2977557,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,482,NA,NA,NA,NA,NA,NA,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,482,14085,0,0
"160000279","160000212","CLINIQUE DE COGNAC","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE DE COGNAC 71 AV D ANGOULEME 16112 COGNAC CEDEX",45.6843666,-0.2966109,78,NA,NA,NA,NA,NA,NA,2284,NA,NA,NA,NA,NA,NA,8718,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,4393,NA,NA,NA,NA,NA,NA,78,2284,8718,24,4393
"160000303","160006037","CENTRE HOSPITALIER (H. SUD CHARENTE)","CH","Public","CH HOPITAUX SUD-CHARENTE - BARBEZIEUX RTE DE SAINT BONNET 16300 BARBEZIEUX ST HILAIRE",45.4741543,-0.1374224,NA,NA,NA,53,NA,80,20,NA,NA,NA,2468,NA,39,287,NA,NA,NA,14771,NA,28608,7392,NA,NA,NA,4,NA,NA,0,NA,NA,NA,125,NA,NA,NA,153,2794,50771,4,125
"160000311","160000485","CTRE HOSPITALIER -LABAJOUDERIE-","CH","Public","CTRE HOSPITALIER LABAJOUDERIE R LABAJOUDERIE 16500 CONFOLENS",46.0053047,0.6706173,NA,NA,NA,27,NA,NA,19,NA,NA,NA,1755,NA,NA,250,NA,NA,NA,8033,NA,NA,6394,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,46,2005,14427,0,0
"160000337","160000493","CENTRE HOSPITALIER DE RUFFEC","CH","Public","CENTRE HOSPITALIER DE RUFFEC 15 R DE L HOPITAL 16700 RUFFEC",46.0278894,0.1955024,NA,NA,NA,35,NA,NA,35,NA,NA,NA,2187,NA,NA,430,NA,NA,NA,11046,NA,NA,11372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,70,2617,22418,0,0
"160000345","160000501","CH CAMILLE CLAUDEL - LA COURONNE","CHS","Public",NA,NA,NA,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,NA,3465,NA,NA,NA,NA,NA,NA,73316,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,11517,NA,NA,259,3465,73316,148,11517
"160000360","160000519","CTRE HOSPTALIER DE CHATEAUNEUF","CH","Public","CTRE HOSPITALIER DE CHATEAUNEUF PL DE L EGLISE 16120 CHATEAUNEUF SUR CHARENTE",45.59844,-0.059512,NA,NA,NA,10,NA,65,6,NA,NA,NA,21,NA,47,82,NA,NA,NA,327,NA,17685,2095,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,81,150,20107,0,0
"160002036","160009908","HAD MUTUALISTE- FiliËre domicile MutualitÈ FranÁaise Charente","HAD","ESPIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29610,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,0,0,29610,90,999
"160006110","860000348","AURA POITOU-CHARENTES","Structure d'alternative a la dialyse","ESPIC","AURA POITOU-CH - LA COURONNE RTE DU GRAND MAINE 16400 LA COURONNE",45.619839,0.085629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"160006391","160000485","USLD CONFOLENS - EHPAD","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,9974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,34,9974,0,0
"160006409","160014411","USLD CTRE GERONTO Pers AgÈes","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,21,13000,0,0
"160008231","160001038","Clinique de SantÈ Mentale VILLA BLEUE","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,566,NA,NA,NA,NA,NA,NA,13785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,566,13785,0,0
"160009080","160001574","CENTRE DE SOINS DE SUITE ET DE READAPTATION CSSR","SSR prive","ESPIC","C.S.S.R. LES GLAMOTS - ROULLET ST E. LD LES GLAMOTS 16440 ROULLET ST ESTEPHE",45.579738,0.0436127,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,1067,NA,NA,NA,NA,NA,NA,29312,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,6889,85,1067,29312,20,6889
"160012159","860000348","AURA POITOU-CHARENTES","Structure d'alternative a la dialyse","ESPIC","AURA POITOU-CH - COGNAC CHE DE LA NISSERIE 16100 CHATEAUBERNARD",45.6849861,-0.2977557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"160012209","160012191","CLINIQUE MAISON BLANCHE JARNAC","SSR prive","Prive lucratif","MAISON BLANCHE (REPOS & CONV.) JARNAC RTE DES CHAMPAGNERES 16200 JARNAC",45.6882983,-0.1792204,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,465,NA,NA,NA,NA,NA,NA,12729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,465,12729,0,0
"160013207","160001632","CENTRE CLINICAL SA","Etablissement de soins chirurgicaux","Prive lucratif","CENTRE CLINICAL SA 2 CHE DE FREGENEUIL 16800 SOYAUX",45.636824,0.203,101,40,NA,24,NA,NA,NA,4770,2022,NA,1291,NA,NA,NA,16566,7204,NA,7657,NA,NA,NA,51,0,NA,16,NA,NA,NA,8436,120,NA,3665,NA,NA,NA,165,8083,31427,67,12221
"160014650","160014643","GCC EN ONCOLOGIE ET RADIOTHERAPIE","GCS-Moyens","Public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"160015368","160014411","CHI Pays de Cognac","CH","Public","CH INTERCOMMUNAL DU PAYS DE COGNAC 65 AV D ANGOULEME 16112 COGNAC CEDEX",45.6849861,-0.2977557,NA,15,NA,103,NA,NA,NA,NA,887,NA,6349,NA,NA,NA,NA,3318,NA,32782,NA,NA,NA,NA,0,NA,17,NA,NA,NA,NA,0,NA,752,NA,NA,NA,118,7236,36100,17,752
"170000038","170780050","CENTRE HOSPITALIER JONZAC","CH","Public","CENTRE HOSPITALIER JONZAC R WINSTON CHURCHILL 17503 JONZAC CEDEX",45.4391651,-0.4338741,19,NA,NA,69,NA,NA,45,1047,0,NA,3328,NA,NA,462,5303,0,NA,20654,NA,NA,10286,7,0,NA,3,NA,NA,5,1795,15,NA,261,NA,NA,304,133,4837,36243,15,2375
"170000061","170780118","C.S.S. DU CHATEAU MARLONGES - CHAMBON","CH","Public",NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,687,NA,NA,NA,NA,NA,NA,22600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,687,22600,0,0
"170000079","170780142","CTRE HOSPITALIER ST-PIERRE D'OLERON","CH","Public","CTRE HOSPITALIER ST-PIERRE D OLERON R CARINENA 17310 ST PIERRE D OLERON",45.9426211,-1.3042142,NA,NA,NA,11,NA,NA,15,NA,NA,NA,160,NA,NA,159,NA,NA,NA,3102,NA,NA,4787,NA,NA,NA,1,NA,NA,0,NA,NA,NA,129,NA,NA,0,26,319,7889,1,129
"170000087","170023279","GROUPE HOSP. LA ROCHELLE-RE-AUNIS","CH","Public",NA,NA,NA,118,45,NA,427,NA,NA,NA,7175,3675,NA,22848,NA,NA,NA,38595,15204,16493,127880,NA,NA,NA,30,2,85,41,NA,NA,NA,5546,1114,701,3057,NA,NA,NA,590,33698,198172,158,10418
"170000095","170780167","CENTRE HOSPITALIER ST-JEAN D'ANGELY","CH","Public","CENTRE HOSPITALIER ST-JEAN D ANGELY 18 AV DU PORT 17415 ST JEAN D ANGELY CEDEX",45.9473434,-0.5300205,24,10,NA,77,NA,NA,61,1359,606,NA,3104,NA,NA,731,5585,1981,NA,24601,NA,NA,22268,6,0,NA,6,NA,NA,14,647,0,NA,465,NA,NA,4411,172,5800,54435,26,5523
"170000103","170780175","CTRE HOSP. DE SAINTONGE - SAINTES","CH","Public","CTRE HOSP. DE SAINTONGE - SAINTES 11 BD AMBROISE PARE 17108 SAINTES CEDEX",45.7465654,-0.6584801,79,28,NA,197,57,NA,NA,4933,1829,NA,10277,700,NA,NA,24427,7235,10103,64265,16227,NA,NA,NA,NA,72,35,5,NA,NA,2451,0,369,1247,1540,NA,NA,361,17739,122257,112,5607
"170000111","170023279","C.H. ST HONORE - ST-MARTIN-DE-RE","CH","Public",NA,NA,NA,NA,NA,NA,3,NA,NA,27,NA,NA,NA,59,NA,NA,308,NA,NA,NA,702,NA,NA,8936,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,14,30,367,9638,1,14
"170000129","170780191","CENTRE HOSPITALIER ROYAN","CH","Public","CENTRE HOSPITALIER ROYAN 20 AV DE SAINT SORDELIN 17205 ROYAN CEDEX",45.6344169,-1.0614386,NA,NA,NA,125,NA,NA,60,NA,NA,NA,5589,NA,NA,543,NA,NA,NA,41771,NA,NA,13758,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,414,NA,NA,NA,185,6132,55529,10,414
"170000137","170780209","CTRE HOSP. DUBOIS MEYNARDIE - MARENNES","CH","Public","CTRE HOSP. DUBOIS MEYNARDIE - MARENNES 9 AV DU MARECHAL LECLERC 17320 MARENNES",45.8208918,-1.099334,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,313,NA,NA,NA,NA,NA,NA,6403,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,143,21,313,6403,1,143
"170000152","170780225","CENTRE HOSPITALIER ROCHEFORT","CH","Public","CENTRE HOSPITALIER ROCHEFORT 1 AV BELIGON 17301 ROCHEFORT CEDEX",45.9671028,-0.9633215,60,25,NA,179,NA,50,60,2920,1686,NA,9737,NA,16,665,16149,6413,NA,58448,NA,17836,21243,13,2,NA,11,NA,NA,NA,4766,153,NA,1108,NA,NA,NA,374,15024,120089,26,6027
"170000178","170780266","CENTRE HOSPITALIER BOSCAMNANT","CH","Public","CENTRE HOSPITALIER BOSCAMNANT LD LES BRUYERES 17360 BOSCAMNANT",45.1980563,-0.0855973,NA,NA,NA,10,NA,NA,70,NA,NA,NA,266,NA,NA,757,NA,NA,NA,3482,NA,NA,23307,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,80,1023,26789,1,56
"170020994","170780175","C.A.T.T.P. + HOP JOUR PSY ADULT - S5","CH","Public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,6246,NA,NA,0,0,0,40,6246
"170021661","170020432","HOSP. A DOMICILE - H.A.D. (MUT. F.)","HAD","Prive non lucratif (non ESPIC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3382,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,0,0,3382,0,125
"170022065","170022057","GCS URGENCES PAYS ROYANNAIS - ROYAN","GCS-ES","Public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"170022818","170022057","GCS PAYS ROYANNAIS-ST GEORGES DE DIDONNE","GCS-ES","Public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"170022826","170022057","GCS PAYS ROYANNAIS- PASTEUR","GCS-ES","Public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"170780043","750721334","CRF CENTRE RICHELIEU","SSR prive","ESPIC","CENTRE RICHELIEU - SSR SPECIALISES 37 R PHILIPPE VINCENT 17028 LA ROCHELLE CEDEX 1",46.1535424,-1.174828,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,989,NA,NA,NA,NA,NA,NA,29448,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,5693,93,989,29448,17,5693
"170780068","170000046","CLINIQUE KORIAN MORNAY","SSR prive","Prive lucratif","MAIS. REPOS CH. MORNAY - ST PIERRE ILE 216 RTE RIBEMONT MORNAY 17330 ST PIERRE DE L ISLE",46.0261578,-0.4363658,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,773,NA,NA,NA,NA,NA,NA,24205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,773,24205,0,0
"170780100","310021357","CLINIQUE SSR KORIAN Clavette","SSR prive","Prive lucratif","CL. CONVAL KORIAN CHATEAU DE CLAVETTE R GRAND CHEMIN 17220 CLAVETTE",46.1405438,-1.0299735,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,646,NA,NA,NA,NA,NA,NA,21893,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,65,646,21893,0,0
"170780282","170000186","MAISON MEDICALE HIPPOCRATE","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,635,NA,NA,NA,NA,NA,NA,20527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,635,20527,0,0
"170780290","170000194","VILLA DU PARC","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,615,NA,NA,NA,NA,NA,NA,20261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,615,20261,0,0
"170780563","170000251","ETAB. DE SOINS PLURIDISCIPLIN. PASTEUR","Etablissement de soins pluridisciplinaire","Prive lucratif","ETAB. DE SOINS PASTEUR - ROYAN 222 AV DE ROCHEFORT 17201 ROYAN CEDEX",45.652913,-1.024852,79,24,NA,8,NA,NA,NA,5381,1077,NA,223,NA,NA,NA,23309,4277,NA,2301,NA,NA,NA,12,2,NA,NA,NA,NA,NA,6070,43,NA,0,NA,NA,NA,111,6681,29887,14,6113
"170780613","170000277","CLINIQUE DU MAIL SAS","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE DU MAIL - LA ROCHELLE 96 ALL DU MAIL 17087 LA ROCHELLE CEDEX 2",46.1564501,-1.1697253,42,36,NA,NA,NA,NA,NA,3264,1626,NA,412,NA,NA,NA,11330,5559,NA,1284,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,3458,578,NA,0,NA,NA,NA,78,5302,18173,19,4036
"170780621","170000285","POLYCLINIQUE SAINT GEORGES","Etablissement de soins pluridisciplinaire","Prive lucratif","POLYCLINIQUE SAINT GEORGES 3 BD DE LATTRE TASSIGNY 17110 ST GEORGES DE DIDONNE",45.6023585,-1.0026851,35,NA,NA,NA,NA,NA,60,2085,NA,NA,NA,NA,NA,234,8487,NA,NA,NA,NA,NA,6296,21,NA,NA,NA,NA,NA,5,4124,NA,NA,NA,NA,NA,543,95,2319,14783,26,4667
"170780647","170000301","CLINIQUE RICHELIEU","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE RICHELIEU - SAINTES 22 R MONTLOUIS 17103 SAINTES CEDEX",45.7511098,-0.6429425,40,NA,NA,NA,NA,NA,NA,1902,NA,NA,NA,NA,NA,NA,5828,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,5952,NA,NA,NA,NA,NA,NA,40,1902,5828,26,5952
"170780662","170024053","CLINIQUE DE L'ATLANTIQUE","Etablissement de soins pluridisciplinaire","Prive lucratif","CAPIO CLINIQUE DE L ATLANTIQUE 26 R DU MOULIN DES JUSTICES 17138 PUILBOREAU",46.1752215,-1.1259954,51,NA,NA,NA,NA,NA,NA,3693,NA,NA,0,NA,NA,NA,9318,NA,NA,0,NA,NA,NA,33,NA,NA,14,NA,NA,NA,8147,NA,NA,7069,NA,NA,NA,51,3693,9318,47,15216
"170780803","170017321","CENTRE DE READAPTION D'OLERON","SSR prive","ESPIC","CENTRE DE READAPTATION D OLERON 19 BD FELIX FAURE 17370 ST TROJAN LES BAINS",45.829843,-1.196715,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,343,NA,NA,NA,NA,NA,NA,12112,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,532,40,343,12112,2,532
"170781199","170000400","CENTRE ALCOOLOGIQUE ALPHA","SSR prive","Prive lucratif","CENTRE ALCOOLOGIQUE ALPHA - ROYAN 21 AV DE PARIS 17200 ROYAN",45.6263752,-1.0467102,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,529,NA,NA,NA,NA,NA,NA,17440,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,50,529,17440,0,0
"170782981","170023279","CH LA ROCHELLE (PSY) 17G01 17G02 17I01","CH","Public",NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,6335,NA,NA,NA,NA,NA,NA,89287,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,30352,NA,NA,267,6335,89287,158,30352
"170783138","170000723","CENTRE D'ONCOLOGIE ET RADIOTHERAPIE","Autre","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"170783146","170780050","CENTRE HOSPITALIER JONZAC (CHS)","CH","Public",NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,1611,NA,NA,NA,NA,NA,NA,19850,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,18852,NA,NA,84,1611,19850,58,18852
"170784086","330785072","E.T.A.P. (ETAB. THERAP. P ADO. A PONS)","Appartement th√©rapeutique","Prive non lucratif (non ESPIC)",NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,3820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,62,3820,0,0
"170784110","170023279","CH LA ROCHELLE -SSR Pers AgÈes","CH","Public",NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,636,NA,NA,NA,NA,NA,NA,18672,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1911,53,636,18672,5,1911
"170785059","170000988","ADA 17","Structure d'alternative a la dialyse","ESPIC","ADA 17 - LA ROCHELLE 6 R ALEXANDER FLEMING 17019 LA ROCHELLE CEDEX 1",46.1489168,-1.156277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"170791321","170023279","USLD (CH LA ROCHELLE)","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,32223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,54,32223,0,0
"170792212","170000988","A.D.A. 17","Structure d'alternative a la dialyse","ESPIC","ADA 17 : UNITE DE SAINTES 15 R DE L ALMA 17100 SAINTES",45.7455441,-0.6480006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
